product_id,product,market_price,rating,description
6658,Beans - Broad,56.25,,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking.
They have kidney shaped curves that are tender and generally consumed with the pods. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2176/macaroni-with-baked-beans/"
6696,Dill Leaves,31.25,,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/"
6814,Fresh Almonds Green,74.38,,"With their fuzzy, green outer hull and soft jelly like skinless nut, fresh green almonds offer a complex flavor with mild floral and grass-like notes and an overall sweet-tart flavor.  Their pleasantly natural acidity and raw texture are improved by the smoothness of olive oil and the sweet-salty-spicy taste of a seasoned sea salt blend."
6999,Ridge Gourd - Sliced,41.25,,"Fresho delivers at your doorstep freshly sliced ridge gourds, making your preparations much easier and quicker because we value your time!"
7010,Pumpkin Green - Cut,35,,"Fresho brings to you cut pumpkin green with creamish to yellow flesh and flat, edible seeds ( pepitas) inside that are tender and mildly sweet. Do not forget to check out our delicious recipe:-https://www.bigbasket.com/cookbook/recipes/2330/kaddu-ki-kheer/"
7067,Coccinia - Julienne,28.75,,The flesh of Coccinia is crunchy with a mild bitter after taste. Mature ones taste even sweeter. The translucent white flesh with seeds embedded turns red on ripening. They are oval to elongated with thick and light green skin. We deliver them fresh and uniformly sliced into thin strips called the Julienne cut. Enjoy an effortless cooking that is much convenient and quicker because we value your time!
7088,Grapes - Thompson Seedless,95,,"Fresho Thompson seedless grapes are superior quality, best picked grapes, which taste delicious when the colour turns to a light golden from pale green. Don't be discouraged if the grapes shake off their stems as their clusters are not firm in nature. They have a crunchy bite and a tone of sweet-tart flavour. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2096/fruits-mithai-and-cheese-masti/"
7090,Organic Sprouts Channa Brown,27.5,,"Highly proteinaceous, brown channa sprouts with white tails taste fabulous with a grainy texture and a nutty flavour. We take very good care while growing and preparing sprouts in order to prevent contamination. Being high-fiber diet, chickpeas lower blood sugar levels in diabetic patients. It is good for bone health and heart health. It is effective for digestion and weight management. Choline in chickpeas helps with sleep, muscle movement, learning, and memory. Resent in chickpeas helps with sleep, muscle movement and memory."
7183,Jamun,98.75,,"Jamuns are oval, elongated and have a dark purple to black skin with a pink or white flesh. The flesh is extremely juicy and has a distinctive sweet and tart flavour with a slightly astringent aftertaste. The fruit has a hard seed which can be dried and powdered for a variety of uses. Fresho comes up with a wide variety of fruits and vegetables for you to choose better."
7242,Ridge Gourd - Organically Grown,50,,"Fresho Organic products are organically grown and handpicked by expert. Ridge Gourd is a soft and cylindrical shaped green vegetable which is extensively used in Indian cuisine. It is slightly sugary in taste. It is very rich in dietary fiber and all the vital elements like Vit-C, Zinc, Thiamin, Magnesium, Iron and Riboflavin. 
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability."
7261,"Cut Cauliflower & Broccoli, Washed",50,,"Fresh broccoli and cauliflower, cleaned and cut for easy cooking. Prepare soups, toss them as a healthy starter or add them in noodles.
Try out this recipe at home -  https://www.bigbasket.com/flavors/collections/222/ready-to-cook-vegetable-pack-recipes/ 
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
7329,Mango Mallika - Organically Grown,103.75,,"The Mango fruit is the National Fruit of India . The Mango is a fleshy stone fruit belonging to the genus Mangifera . Mangoes are rich invitamin A, C, and D. It is also called th King of fruits.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
7418,"Pumpkin - Disco, Organically Grown",48.75,,"Pumpkin Disco are extremely rich in minerals like potassium and copper, making your body and the immune system strong. This tasty and nutritious vegetable can be used in various curries and fried preparations."
7490,Lettuce - Iceberg,40,,Iceberg lettuce is a variety of lettuce with crisp leaves which grows in a spherical head resembling a cabbage. The leaves on the outside tend to be green and the leaves in the center go from pale yellow to nearly whitish as you move closer and closer to the center of the head with the sweetest leaves in the center of the head.Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/2277/chicken-salad/
7531,Capsicum - Purple,36.25,,"Purple capsicum is more mature than yellow, red or green capsicum. It is rich in carotenoids, phytonutrients and contains almost 11 times more beta-carotene than green bell peppers as well as one and a half times more vitamin C. 3. It contains the compounds astaxanthin, lycopene which are potent antioxidants. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability"
7532,Pineapple,37.5,,"With the shape of a pine cone, the fruit is loosely fibrous and juicy with white to yellowish flesh.
The edible center part is firm, leathery and sweet. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/"
7549,Dill Leaves,12.5,,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour. Dill leaves are rich in nutritional value. They help enhance digestion, prevent insomnia, manage diabetes. Regular addition of Dill leaves in your diet will help you on the long run. You can also make dill pickles and use it as a healthy accompaniment."
7623,Banana Stem - Organically Grown,30,,"Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious. We selectively pick stems of organically grown banana stem from the best farms."
7652,Sugar Baby Mango,187.5,,"Grown mostly in Tamil Nadu and Karnataka, Sugar baby mangoes are small, round and extraordinarily sweet in taste.
The pulp is buttery and contains lots of fibre.
Mango is a rich source of antioxidant and it helps to boost the immune system.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/406/mango-lassi/  
Calcium Carbide is not used in the ripening process of the mangoes."
7656,Bottle Gourd - Organically Grown,27.5,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
7681,Beans Cluster - Diced,31.25,,"These narrow, long beans called Cluster beans or Guar come with tiny pods and are highly nutritious. We deliver them fresh and diced, making your preparations less messy and much easy."
7856,Beans - Organically Grown,98.75,,"These are organically grown, hence, free from chemical residues. They are used in curries, soups, stir-fry with rice, noodles and salads."
8037,"Capsicum - Green, Organically Grown",15,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
8204,Mint - Chopped,30,,"Mint leaves are tender herbs with gentle stems and have a distinct pleasant aroma, pleasing taste, cool after-sensation and medicinal qualities. They are best used raw or added at the end of cooking in order to maintain their delicate flavor and texture. We deliver them finely chopped for your ease and convenience because we value your every minute.  Do not forget to check our delicious recipe:-
https://www.bigbasket.com/cookbook/recipes/2242/the-detox-tea/"
8246,Wheat Grass - Organically Grown,33.75,,"The vivid green blades of Young grass sprouted from wheat seeds are long, thin and delicate being naturally sweet.  They have an earthy grass like flavor that is intensified significantly when juiced."
8260,Lemon,37.5,,"With a segmented flesh that has a unique pleasant aroma and a strong sour taste, lemons are round/oval and have a yellow, texturized external peel.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/142/sweet-lemon-pickle/"
8276,Mango - Alphonso Badami,211.25,,"Badami is called Karnataka's Alphonso due to its sweet taste. It has pale yellow skin with yellowish-orange flesh. We source premium quality Badami mangoes directly from the farmers of Karnataka. These mangoes are tasty, juicy and perfectly sweet. Never miss the mangoes during the season."
8314,Cut Indian Fruit Pack,58.75,,"The Fresho Cut Indian Fruit Pack contains nicely sliced and chopped fresh Indian fruits which can be used for many dishes. Sourced from reliable growers, these fruits are first cleaned, diced and packed with utmost care so that they do not lose their nutritional value. Rich in Vitamin A and C and essential minerals, these fruits have high water content and helps to keep your body hydrated on a hot summer day."
8330,Peach - Indian,186.25,,"Indian peaches are large with a red, velvety and fuzzy skin.
They have red flesh, which is tender yet firm with a sweet and sometimes slightly tart flavour.
Fresho peaches are juicy, high quality, selectively picked peaches.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1295/spiced-peach-cornflakes/"
8374,"Brinjal - Green Long, Organically Grown",38.75,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
8405,Snake gourd - Diced,23.75,,"Fresho delivers at your doorstep freshly diced snake gourds, making your preparations much easier and quicker by saving you the hassle of peeling and dicing."
8407,Cut - Fruit Salad,60,,"Fresho Fruit Salad is a tasty assortment of fresh fruits, all cut & packed in our hygienic facilities where all our workers wear caps, gloves & masks. This nutritious fruit salad tray is preservative free and includes portions of: Black Grapes | Pomegranate Seeds | Sapota (Chikoo) Wedges | Pineapple Chunks | Mint Leaves. Through Fresho, bigbasket promotes healthy living by providing customers with high quality, farm-fresh fruits and vegetables. With Fresho, you will always get safe and unadulterated fruits & vegetables."
8529,Beetroot - Diced,32.5,,"These edible ruby red roots are smooth and bulbous. Beetroots have the highest sugar content than any other vegetable. We deliver them fresh and diced, making your preparations less messy and much easy."
8531,Muskmelon - Striped,43.75,,"Fresho striped muskmelons have a distinct external skin that is smooth, with green ribbing on pistachio-grey colored surface. Their flesh is orange coloured, sweet with a floral aroma. Fresho muskmelons are directly procured from our farmers.
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/"
8625,Coccinia - Organically Grown,16.25,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
8634,Ginger,18.75,,"Firm and fibrous ginger roots are stretched with multiple fingers that have light to dark tan skin and rings on it and is aromatic, spicy and pungent. The flavour gets intensified when the ginger is dried and lessens when cooked. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/232/chinese-white-sauce/"
8640,Plum - Indian,168.75,,"Indian Plums generally have a maroon- purplish outer skin. The fresh and juicy flavour of the plum makes it energizing fruit to eat. It is a superb resource of vitamins such as vitamin A, C, K and B complex, and folate. It also provides dietary fibre and proposes very low calories with no fats. Every plum contains just 30 calories.
The product image shown is for representation purpose only, the actual product may vary based on season, produce & availability."
8679,Amaranthus - Chopped,31.25,,"A highly nutritious leafy vegetable, Amaranthus is also known as Chinese spinach. They are available in light purple, green or a bicolour of the two. We deliver them finely chopped for your ease and convenience because we value your every minute."
8777,Spinach - Chopped,41.25,,"With succulent, spoon shaped green leaves, Palak/Spinach is sweet, nutty and sometimes tangy. Fresho delivers to your doorstep freshly chopped spinach , making your preparations much easier and quicker because we value your time! Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/1506/bacon-spinach-omelette/"
8795,"Cut Cauliflower, Washed",56.25,,"Fresho provides you clusters of soft, crumbly, sweet cauliflower florets that will help reduce your effort in separating them"
8889,Bitter Gourd - Sliced,37.5,,"The most bitter among all fruits, bitter gourds come with rough, bumpy and green skin. The off white translucent flesh tastes crispy with the combination of the bitter seeds that are present inside.  We deliver them fresh and sliced, making your preparations less messy and much easy."
8891,Purple Orchids,298.75,,"Purple orchid bouquets wrapped in crepe paper that bring a universal message of love, beauty, wisdom, thoughtfulness, luxury, strength, and affection. Blooming in every colour except blue and black, orchids are known for their showy and sweet-smelling flowers, making them some of the best fragrant outdoor plants. Some orchids, like epidendrum orchids, thrive in the garden, while others like paphiopedilum orchids make for great indoor plants. Orchids may have a reputation of being difficult to care for, but certain types like Phalaenopsis orchids can be some of the easiest flowers to grow."
8924,"Brinjal - Varikatri, Organically Grown",12.5,,"It Is Organically Grown And Handpicked From Farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
8970,Asparagus,112.5,,"The uniquely mild and bitter flavoured Asparagus has long, deep green stalks that are tender at the tip and thick at the end."
9137,Apple - Shimla,173.75,,"Considered as most commonly grown apples in India, Shimla apples have a light red skin, juicy and crunchy flesh.
We source the best apples with residue and wax free peel from the trusted growers. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/701/apple-crisp-bites/"
9167,Onion - Thin Sliced,27.5,,"Our perfectly thin sliced onions are a sight to behold. Use them, directly in a wide range of dishes. They are perfect for garnishing."
9179,"Tomato - Hybrid, Organically Grown",9.38,,"It Is Organically Grown And Handpicked From Farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
9244,Coconut - Large,37.5,,"Coconut is a extremely steady fruit. It is a grown-up fruit of the cocos nucifera palm.
The fruit is approximately spherical to oval in shape and measure between 5-10 inches in width. Its hard external husk is light green, and turns gray as the nut grown up.
The husk is concerning 1-2 inches in thickness and completed of solid fibers 
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/"
9355,Coconut Chunks - Single Serve,33.75,,Our fresh coconut chunks can be directly used without having to worry about the rough external shell and fibrous husk
9363,Mango - Mallika,111.25,,"Being a hybrid of Neelum and Dasheri, Mallika has a perfect blend of sweetness and tartness. It is a mid-season variety. We have handpicked the best quality mangoes just for you. These mangoes are tasty and juicy, so you can use them for desserts as well. Never miss the mangoes during the season."
9403,Sweet Corn - Pellets,38.75,,"Fresho brings yellow succulent, sweet corn pellets, thereby reducing your effort of separating them. They can be directly snacked on or can be used in any recipe. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1305/saffron-cornflakes/"
9459,Coconut - Organically Grown,40,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
9471,Pomegranate - Small,148.75,,"With ruby color and an intense floral, sweet-tart flavor, the pomegranate delivers both taste and beauty.
You can remove the skin and the membranes to get at the delicious fruit with nutty seeds.
Fresho Pomegranates are finely sorted and graded to deliver the best tasting pomegranates to you. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1229/pomegranate-cooler/"
9507,Garlic,62.5,,"Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/"
9538,Garlic - Organically Grown,70,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
9550,Pineapple - Slices,46.25,,"Fresho brings pineapple slices which will reduce your time and effort in cutting and slicing the pineapple.
It can be consumed during travels or during your breaks. These are alternatives for your snacks.
Add them to your meal to make it interesting or spice it up with a pinch of salt and masala. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/"
9637,Zucchini - Green,62.5,,"Zucchini is a long, slender, cucumber like green vegetable that is also called squash. The green variant has a firm flesh and a mild flavour. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1933/quinoa-with-vegetables/"
9735,Spring Onion,16.25,,"Spring onions come with a crisp texture and sweet flavor.
They are moist with thin, white flesh and a green stem.
The green stems are hollow, bitter, and pungent.
Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/211/chinese-fried-rice/"
9736,Tomato - Hybrid,17.5,,"Tomato Hybrids are high-quality fruits compared to desi, local tomatoes. They contain numerous edible seeds and are red in colour due to lycopene, an anti-oxidant. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1465/cheesy-tomato-disks/"
9765,"Beans - Broad, Organically Grown",57.5,,"Their verdant sheen and kidney-shaped curves, broad beans make them one of the best looking vegetables. Being organically grown, they are chemical - free and safe and healthy for consumption. Broad beans can be used in simple vegetables dish in combination with potatoes and also in fried rice, salads and risotto."
9770,Cucumber - Sliced,32.5,,"Your mornings can now be effortless with our fresh, perfectly shaped and uniformly sliced cucumbers pack."
9839,"Brinjal - Bharta, Organically Grown",31.25,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
9867,"Chilli - Green Long, Medium",15.63,,Green chillis are the best kitchen ingredient to bring a dash of spiciness to recipes. The fresh flavour and sharp bite make them a must in almost all Indian dishes. This particular green chilli variety is big.
9909,Green Salad,28.75,,"Fresho Cut Green Salad is hand picked and selected Fresh Vegetables are washed, cut and packed in hygienic conditions through a automated process  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
9972,"Tomato - Local, Organically Grown",6.25,,"Fresho brings to you an exquisite range of locally grown organic tomatoes, which are now available at bigbasket. These organic tomatoes are free from harmful pesticides and insecticides and thus have a very natural and tangy taste, which is attributed to its healthy soil growth. The ripe and firm tomatoes are a luscious addition to any meal."
10035,Apple Shimla 4 pcs + Banana Robusta 1 kg + Watermelon Small + Papaya Medium 1 pc,327.5,,"Considered as most commonly grown apples in India, Shimla apples have light red skin, juicy and crunchy flesh. We source the best apples with residue and wax-free peel from the trusted growers.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/701/apple-crisp-bites/ Relish the soft, buttery texture of Robusta bananas that are light green and have a great fragrance and taste. The stalks of Robustas are thick and rigid. Fresh fruits are green, which revolve to a bright yellow on ripening and the flesh contains a white - ceramic colour. Fresho Robusta is fine quality, sweet flavoured, mushy and soft bananas.Do not forget to check our delicious fruit recipes - https://www.bigbasket.com/cookbook/recipes/1781/banana-smoothie/ With greenish-black to smooth dark green surface, Fresho watermelons are globular in shape and are freshly picked for you directly from our farmersThe juicy, sweet and grainy textured flesh is filled with 12-14% of sugar content, making it a healthy alternative to sugary carbonated drinks. The flesh colour of these watermelons is pink to red with dark brown/black seeds.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1181/watermelon-mocktail/ Semi ripe papayas have a blend of a sweet buttery consistency and sour taste. They are half green and half yellow. Ripe papaya has orange flesh and black coloured seeds at the centre.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/557/raw-papaya-and-coconut-curry/"
10060,Broad Beans - Diced,41.25,,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking. They have kidney shaped curves that are tender and generally consumed with the pods. We deliver them fresh and diced, making your preparations less messy and much easy."
10100,"Capsicum - Yellow, Organically Grown",36.25,,"Yellow capsicum has a silky, smooth skin, which is thick and crunchy. They are perfect for adding a dash of colour, distinct taste and beautiful scent to your salad, pizza, pasta or even gravy preparations. They are sourced directly from farmers, so that you receive only the best quality ones which not only jazz up any dish but also offer health benefits. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/"
10137,"Apple - Red Delicious, Regular",223.75,,"The bright red coloured and heart shaped Red Delicious apples are crunchy, juicy and slightly sweet.
Red Delicious Apples are a natural source of fibre and are fat free. They contain a wide variety of anti-oxidants and polynutrients. 
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/241/apple-halwa/"
10179,Tomato - Cherry,40,,"Having the size, colour and juiciness of cherries, cherry tomatoes are sweeter to taste than regular varieties. We pick these tomatoes from reputed farmers and store in hygienic conditions to maintain their freshness. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1504/tomato-feta-omelette/"
10251,Cut - Mushroom,57.5,,"A mushroom is the fleshy, spore-bearing fruiting body of a fungus, typically produced above ground on soil. Fresho mushrooms are widely cultivated edible ones which are treated as vegetables.
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability."
10336,Celery,20.63,,"Relish juicy, crunchy and mildly salty flavoured celeries that are individually handpicked everyday by our trained farmers. Celeries have wide, green leaves attached to thick, juicy stalks joined at a common base. https://www.bigbasket.com/cookbook/recipes/239/chinese-clear-vegetable-soup/"
10343,Sliced Peppers,42.5,,"Fresh and crunchy bell peppers, cleaned and cut for your cooking. Add them raw in salads, toss them with other veggies and give a colorful twist to your dishes.
Try out this recipe at home -  https://www.bigbasket.com/flavors/collections/222/ready-to-cook-vegetable-pack-recipes/ 
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
10345,Zucchini - Yellow,62.5,,"Yellow zucchini is a long and slightly fat vegetable, also known as squash. Yellow variant has comparatively softer flesh and tastes sweeter than the green one. Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/"
10356,Banana Flower,26.25,,"Banana flower, also known as banana blossom, is a tear-shaped maroon or purplish flower hanging at the end of banana clusters grows on the end of the stem holding a cluster of bananas.
The edible flower has a unique and excellent taste rich in nutrients. With every purple outer sheath removed it has anthers which are edible."
10359,Alphonso Mango - Badami,153.75,,"Badami is called Karnataka's Alphonso due to its sweet taste.
It has pale yellow skin with yellowish-orange flesh.
We source premium quality badami mangoes directly from the farmers of Karnataka.
Never miss the mangoes during the season.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1345/alphonso-mango-pudding/ 
Calcium Carbide is not used in the ripening process of the mangoes."
10385,Watermelon - Organically Grown,48.75,,"With greenish black to smooth dark green surface, we selectively pick organically grown watermelons from the best farms These watermelons have juicy, sweet and grainy textured flesh filled with 12-14% of sugar content, making it a healthy alternative to sugary carbonated drinks. Flesh colour of these are pink to red with dark brown/black seeds. 
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1181/watermelon-mocktail/"
10455,Baby Corn - Unpeeled,18.75,,"A young sweet-tasting corn, baby corns are small in size and handpicked before they mature. Picking fresh and scrumptious vegetables for your healthy lifestyle is now just a click away.
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1687/manchurian-baby-corn-basket-chat/"
10492,Beans - Julienne,53.75,,
10529,Methi 250 g + Coriander Leaves 100 g + Palak 250 g + Curry Leaves 100 g,102.5,,"Methi leaves are a very popular ingredient in Indian dishes that has a bitter taste and strong aroma.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1749/rice-methi-pakoda/ Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy-sweet taste. Now do not bother wasting time cutting off the roots as we value your money and time and provide you with the freshest leafy edible parts.Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/ With a sweet, nutty and tangent flavour, Palaks are green leafy vegetables that are succulent and spoon-shaped.Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2235/green-detox-smoothie/ With the dark green and glossy appearance, curry leaves have a strong flavour and release a tasty aroma when fried in hot oil.Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/742/curryleaves-lemonade//"
10538,Grapes - Sonaka Seedless,71.88,,"Juicy and snappy, with a beautiful balance of sweet and tart flavour, these grape bunches have a lingering taste.  Do not tire yourselves searching for an unspoiled fruit, we have hand picked and finely packed fresho green seedless grapes which are just a few clicks away.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2251/fruit-punch/"
10610,Betel Leaf,13.75,,"Fresho brings to you fresh Betel Leaf. This is also called paan ka Patta.
It has many curative and healing benefits.
They are rich in vitamins like vitamin C, thiamine, niacin, riboflavin, and carotene and are a great source of calcium.
These leaves used as a stimulant, an antiseptic, and a breath freshener.
It can be batter-coated and deep-fried till absolutely crisp."
10630,Sweet Potato - Organically Grown,25,,"Fresho Organic products are organically grown and handpicked by expert. Sweet potatoes are large, starchy, sweet-tasting root vegetables. 
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability."
10838,Banana Flower - Organically Grown,30,,"Banana flower, also known as banana blossom, is a tear-shaped maroon or purplish flower hanging at the end of banana clusters grows on the end of the stem holding a cluster of bananas. The edible flower has a unique and excellent taste rich in nutrients. With every purple outer sheath removed it has anthers which are edible. We selectively pick organically grown banana flower from the best farms."
10849,Banana - Yelakki,70,,"Tiny and small sized, this variety is called Yelakki in Bangalore and Elaichi in Mumbai. Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas.
Yelakki bananas are around 3- 4 inches long and contain a thinner skin and better shelf life than Robusta bananas. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/"
10894,Apricots,181.25,,"The pulpy, creamy texture of apricot flesh is akin to pumpkin or yam puree. A ripe apricot tastes sweet and mellow, not highly acidic, and resembles the mild sweetness peach. Apricots give an unobtrusive hit to the palate while offering a distinct, musky, smooth flavour."
10917,Pumpkin - Organically Grown,35,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
10923,Coriander Leaves - Chopped,28.75,,"Coriander leaves are green, fragile with a decorative appearance, minimal aroma and spicy sweet taste. Now do not bother wasting time cutting off the roots and chopping. We value your money and time and provide the freshest leafy edible parts."
10967,Banana Stem - Organically Grown,30,,"Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious. We selectively pick stems of organically grown banana stem from the best farms."
11000,Garlic - Peeled,48.75,,Fresho provides you peeled garlic for your convenience and ease. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1120/garlic-herb-croutons/
11011,Onion,42.5,,"Onion is a vegetable which is almost like a staple in Indian food. This is also known to be one of the essential ingredients of raw salads. They come in different colours like white, red or yellow and are quite in demand in cold salads and hot soups. You can dice, slice or cut it in rings and put it in burgers and sandwiches. Onions emit a sharp flavour and fragrance once they are fried; it is due to the sulphur compound in the vegetable.Onions are known to be rich in biotin.  Most of the flavonoids which are known as anti-oxidants are concentrated more in the outer layers, so when you peel off the layers, you should remove as little as possible."
11121,Pomegranate - Premium,373.75,,"With ruby color and an intense floral, sweet-tart flavor, the pomegranate delivers both taste and beauty.
You can remove the skin and the membranes to get at the delicious fruit with nutty seeds.
Fresho Pomegranates are finely sorted and graded to deliver the best tasting pomegranates to you. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1229/pomegranate-cooler/"
11160,Green Cabbage - Grated,35,,"Sweet and grassy, grated green cabbage is a wonderful addition to salads and sandwiches"
11182,Bitter Gourd - Forest,81.25,,"The most bitter among all fruits, bitter gourds come with a rough, bumpy and green skin.
The off-white translucent flesh tastes crispy with the combination of the bitter seeds that are present inside. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/129/masala-bharwan-karela/"
11317,"Dates - Kimia, with Seed",236.25,,"Plump and fibrous, brownish-black coloured oval dates taste like honey and just melt in the mouth. Taiba dates are fleshy which are rich source of iron and a healthy snack.  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/896/dates-barfi/"
11329,Potato - Wedges,27.5,,"Fresho brings to your doorstep fresh potatoes, cut into wedges. Your quick evening snack can now be quicker than ever before!"
11339,"Banana - Raw, Organically Grown",27.5,,"Raw bananas are unripened bananas with a tough, green skin. Their flesh is white, dense and has a starchy-tart flavour. We selectively pick organically grown raw green bananas from the best farms.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/786/raw-banana-kofta/"
11410,Parwal,95,,"With a yellowish green skin, Parwal is short, slightly pointed at one end and blunt on the other. The flesh of this vegetable is creamy white with small and firm seeds.  It has a bland flavour, allowing it to absorb a variety of flavours from spices while cooking.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1811/exotic-soup/"
11420,Tender Coconut - Medium,57.5,,"Young, fresh and healthy tender coconuts are a pure, tasty and nutritious energy drink that keeps body hydrated round the clock. 
Tender coconut is the most refreshing drink and best to quench your thirst in the summer.
Tender coconut has antioxidant properties which help to protect the body from free radicals.
It helps to lower blood pressure level, prevent kidney stone, and support heart health.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/"
